Turbine identifier (GSRN),Date of original connection to grid,Capacity (kW),Rotor diameter (m),Hub height (m),Manufacture,Model,Local authority no,"Local authority
name",Type of location,Cadastral district,Cadastral no.,"X (east) coordinate
UTM 32 Euref89","Y (north) coordinate
UTM 32 Euref89",Origin of coordinates,Distribution company installation number
570715000000031755,5/26/99,660,47,45,Vestas Wind Systems A/S,V 47-660,671,Struer,LAND,Semb by,4a,472894.89,6281155.7,SDFE2018,160318
570715000000031762,5/26/99,660,47,45,Vestas Wind Systems A/S,V 47-660,671,Struer,LAND,Styvel by,5d,473092.4,6281136.16,SDFE2018,160320
570715000000031779,10/30/00,300,33.4,30,BONUS,300 - MK ll,671,Struer,LAND,Barslev by,18a,469817.69,6277980.94,SDFE2018,160326
570715000000036125,1/15/85,75,17,23.5,Vestas Wind Systems A/S,V 17-75,671,Struer,LAND,"Brejnholt, Humlum",1a,474161.369999999,6264708.75,SDFE2018,40014079
570715000000037405,1/15/92,225,27,30.7,Vestas Wind Systems A/S,V 27-225,671,Struer,LAND,"Makholm Gårde, Resen",1a,471539.39,6264930.74,SDFE2018,40087122
570715000000037580,11/13/95,11,12,18,Ukendt,Ukendt,671,Struer,Land,,,473671.419999999,6257655,SDFE2018,
570715000000038013,7/3/96,600,43,46,NEG Micon,NM 1500-600/150,671,Struer,LAND,"Den mellemste Del, Vejrum",2a,472628.63,6254345.63999999,SDFE2018,40114177
570715000000038020,7/3/96,600,43,46,NEG Micon,NM 1500-600/150,671,Struer,LAND,"Den mellemste Del, Vejrum",2a,472636.15,6254106.00999999,SDFE2018,40114177
570715000000038037,7/3/96,600,43,46,NEG Micon,NM 1500-600/150,671,Struer,LAND,"Den mellemste Del, Vejrum",2a,472642.95,6253866.62,SDFE2018,40114177
570715000000038044,7/3/96,600,43,46,NEG Micon,NM 1500-600/150,671,Struer,LAND,"Den mellemste Del, Vejrum",2a,472957.909999999,6253799.37,SDFE2018,40114177
570715000000038051,7/3/96,600,43,46,NEG Micon,NM 1500-600/150,671,Struer,LAND,"Den mellemste Del, Vejrum",2a,473271.559999999,6253732.44,SDFE2018,40114177
570715000000038068,7/3/96,600,43,46,NEG Micon,NM 1500-600/150,671,Struer,LAND,"Den mellemste Del, Vejrum",2a,473234.71,6254006.44,SDFE2018,40114177
570715000000038075,7/3/96,600,43,46,NEG Micon,NM 1500-600/150,671,Struer,LAND,"Den mellemste Del, Vejrum",2a,473185.27,6254278.24,SDFE2018,40114177
570715000000038082,7/3/96,600,43,46,NEG Micon,NM 1500-600/150,671,Struer,LAND,"Den mellemste Del, Vejrum",2a,472934.94,6254056.23,SDFE2018,40114177
570715000000038761,5/28/98,11,13,18.2,Ukendt,Ukendt,671,Struer,Land,,,475920.309999999,6254782.62,SDFE2018,
570715000000038778,8/12/98,11,13,18.2,Ukendt,Ukendt,671,Struer,Land,,,475231.65,6256028.71999999,SDFE2018,
570715000000038860,5/18/99,11,13,18.3,Ukendt,Ukendt,671,Struer,Land,,,474143.679999999,6257504.63999999,SDFE2018,
570715000000039003,5/17/00,660,47,50,Vestas Wind Systems A/S,V 47-660,671,Struer,LAND,"Linde By, Asp",15b,466656.83,6253190.95999999,SDFE2018,40146294
570715000000039010,12/30/99,660,47,50,Vestas Wind Systems A/S,V 47-660,671,Struer,LAND,"Birkild By, Asp",3h,466801.969999999,6253492.76999999,SDFE2018,40146294
570715000000039027,12/30/99,660,47,50,Vestas Wind Systems A/S,V 47-660,671,Struer,LAND,"Birkild By, Asp",3b,466946.59,6253794.95999999,SDFE2018,40146294
570715000000039188,5/31/00,660,47,50,Vestas Wind Systems A/S,V 47-660,671,Struer,LAND,"Den nordlige Del, Hjerm",30b,481069.869999999,6253882.37999999,SDFE2018,40155318
570715000000039195,5/31/00,660,47,50,Vestas Wind Systems A/S,V 47-660,671,Struer,LAND,"Den nordlige Del, Hjerm",30b,481104.32,6254036.04,SDFE2018,40155318
570715000000039201,5/31/00,660,47,50,Vestas Wind Systems A/S,V 47-660,671,Struer,LAND,"Perregårde, Borbjerg - 30 b, Den nordlige Del, Hjerm",1a,481136.929999999,6254190.94,SDFE2018,40155318
570715000000039232,5/9/00,1000,54.2,47.8,BONUS,1 MW,671,Struer,LAND,"Fousing By, Fousing",8e,468414.76,6256547.49,SDFE2018,40157310
570715000000039249,5/9/00,1000,54.2,47.8,BONUS,1 MW,671,Struer,LAND,"Fousing By, Fousing",16h,468220.799999999,6256351.7,SDFE2018,40157310
570715000000039256,5/9/00,1000,54.2,47.8,BONUS,1 MW,671,Struer,LAND,"Fousing By, Fousing",16g,468026.75,6256155.08,SDFE2018,40157310
570715000000039263,5/9/00,1000,54.2,47.8,BONUS,1 MW,671,Struer,LAND,"Fousing By, Fousing",7t,467833.159999999,6255959.88999999,SDFE2018,40157310
570715000000039270,5/9/00,1000,54.2,47.8,BONUS,1 MW,671,Struer,LAND,"Fousing By, Fousing",26a,468644.08,6255804.36,SDFE2018,40157310
570715000000039287,5/9/00,1000,54.2,47.8,BONUS,1 MW,671,Struer,LAND,"Fousing By, Fousing",8h,468373.71,6255855.75999999,SDFE2018,40157310
570715000000039294,5/9/00,1000,54.2,47.8,BONUS,1 MW,671,Struer,LAND,"Fousing By, Fousing",16e,468099.95,6255908.09999999,SDFE2018,40157310
570715000000039300,5/9/00,1000,54.2,47.8,BONUS,1 MW,671,Struer,LAND,"Fousing By, Fousing",8g,468529.03,6256175.86,SDFE2018,40157310
570715000000039362,5/30/00,1000,54.2,47.8,BONUS,1 MW,671,Struer,LAND,"Østerby, Asp",17c,470104.2,6253102.05999999,SDFE2018,40163326
570715000000039379,5/30/00,1000,54.2,47.8,BONUS,1 MW,671,Struer,LAND,"Østerby, Asp",5a,469942.69,6253287.98,SDFE2018,40164327
570715000000039386,5/30/00,1000,54.2,47.8,BONUS,1 MW,671,Struer,LAND,"Østerby, Asp",17c,469779.159999999,6253476.17999999,SDFE2018,40165328
570715000000117848,6/27/11,11,13,18,Ukendt,Ukendt,671,Struer,Land,,,472442.59,6265395.11,SDFE2018,
570715000000176180,5/21/12,3000,101,79.5,SIEMENS,SWT 3.0-101,671,Struer,LAND,Kvistrup Hgd. Gimsing,1r,476862.02,6257044.54999999,SDFE2018,40227
570715000000176517,5/24/12,3000,101,79.5,SIEMENS,SWT 3.0-101,671,Struer,LAND,Kvistrup Hgd. Gimsing,1bk,476799.9,6257303.12,SDFE2018,40228
570715000000176524,5/28/12,3000,101,79.5,SIEMENS,SWT 3.0-101,671,Struer,LAND,"Kvistrup Hgd., Gimsing",1bk,476735.88,6257559.03,SDFE2018,40229
570715000001372574,12/11/13,25,13,18,HSWind Aps,Viking 25,671,Struer,Land,,,470538.89,6274848.25999999,SDFE2018,
570715000001400932,5/1/14,25,14,18,Ukendt,Ukendt,671,Struer,Land,,,468363.95,6280064.03,SDFE2018,
570715000001440181,3/27/15,10,7.1,21,Ukendt,Ukendt,671,Struer,Land,,,467869.58,6279113.98,SDFE2018,
570715000001451262,5/15/15,10,13,18.2,Gaia-Wind Ltd,Gaia Wind 133-10 kW,671,Struer,Land,,,470798.599999999,6273699.25999999,SDFE2018,
570715000001488442,11/21/15,10,7.1,21.4,Ukendt,Ukendt,671,Struer,Land,,,471917.51,6279135.07,SDFE2018,
570715000001496546,12/30/15,10,7.1,21.4,Ukendt,Ukendt,671,Struer,Land,,,469272.83,6277189.57,SDFE2018,
570715000001496553,12/9/15,10,17,18,Solid Wind Power A/S,SWP25-14TG20,671,Struer,Land,,,,,Stamdata,
570715000001496560,12/8/15,10,14,18,Solid Wind Power A/S,SWP25-14TG20,671,Struer,Land,,,469046.049999999,6276891.34999999,SDFE2018,
570715000001496577,12/7/15,10,14,18,Solid Wind Power A/S,SWP25-14TG20,671,Struer,Land,,,468823.299999999,6276552.04999999,SDFE2018,
570715000001496607,12/9/15,10,7.1,21.4,Ukendt,Ukendt,671,Struer,Land,,,468322.07,6277813.76999999,SDFE2018,
570715000001499011,12/18/15,10,7.1,21.4,Ukendt,Ukendt,671,Struer,Land,,,473106.659999999,6278130.91,SDFE2018,
570715000001499035,12/18/15,10,7.1,21,Ukendt,Ukendt,671,Struer,Land,,,468572.57,6278757.96999999,SDFE2018,
570715000001531704,8/11/16,10,7.1,21.4,Ukendt,Ukendt,671,Struer,Land,,,,,Stamdata,
570715000001550002,11/9/16,10,14,18,Solid Wind Power A/S,SWP10-14TG20,671,Struer,Land,,,,,Stamdata,
570715000001551245,11/18/16,10,14,18,Solid Wind Power A/S,SWP10-14TG20,671,Struer,Land,,,,,Stamdata,
570715000001551252,11/18/16,10,14,18,Solid Wind Power A/S,SWP10-14TG20,671,Struer,Land,,,,,Stamdata,
570715000001555151,12/28/16,10,7.1,21.4,Ukendt,Ukendt,671,Struer,Land,,,,,Stamdata,
570715000002018785,11/5/20,5000,132,84,Ukendt,Ukendt,671,Struer,LAND,"Lyngs by, Lyngs",14b,467753.44,6281164.38,Stamdata,
570715000002018792,11/5/20,5000,132,84,Ukendt,Ukendt,671,Struer,LAND,"Lyngs by, Lyngs",14b,467931.63,6280888.39,Stamdata,
570715000002018808,11/5/20,5000,132,84,Ukendt,Ukendt,671,Struer,LAND,"Lyngs by, Lyngs",14b,468109.83,6280612.39,Stamdata,
570715000002025028,11/1/20,25,16,17,Solid Wind Power A/S,SWP10-14TG20,671,Struer,LAND,"Flovlev By, Hvidbjerg",8h,468688,6277135,Stamdata,
571313134700402300,9/7/12,3075,112,84,Vestas Wind Systems A/S,V112-3.0MW,671,Struer,LAND,"Ausumgård Hgd., Vejrum",1a,475793.19,6253994.33,SDFE2018,40230
571313134700402317,9/11/12,3075,112,84,Vestas Wind Systems A/S,V112-3.0MW,671,Struer,LAND,"Ausumgård Hgd., Vejrum",1e,475809.9,6253631.50999999,SDFE2018,40231
571313134700402324,9/11/12,3075,112,84,Vestas Wind Systems A/S,V112-3.0MW,671,Struer,LAND,"Ausumgård Hgd., Vejrum",1e,475826.15,6253271.04,SDFE2018,40232
571313134700402331,9/5/12,3075,112,84,Vestas Wind Systems A/S,V112-3.0MW,671,Struer,LAND,"Ausumgård Hgd., Vejrum",2c,475842.38,6252909.04999999,SDFE2018,40233
571313134700402775,2/4/15,10,13,18,Ukendt,Ukendt,671,Struer,Land,,,471370.049999999,6256185.16,SDFE2018,
571313134700402881,5/26/15,10,7.1,21.4,Ukendt,Ukendt,671,Struer,Land,,,480404.2,6257377.41,SDFE2018,
571313134700402911,6/17/15,25,14,18,Solid Wind Power A/S,SWP25-14TG20,671,Struer,Land,,,471464.109999999,6258324.12999999,SDFE2018,
571313134700403475,1/18/16,10,14,18,Solid Wind Power A/S,SWP10-14TG20,671,Struer,Land,,,467903.03,6257500.25,SDFE2018,
571313134700403505,3/7/16,10,14,18,Solid Wind Power A/S,SWP10-14TG20,671,Struer,Land,,,468271.64,6254896.87999999,SDFE2018,
571313134700403635,5/12/16,10,13,18.2,Gaia-Wind Ltd,Gaia Wind 133-10 kW,671,Struer,Land,,,471479.049999999,6254052.55999999,SDFE2018,
571313134700403697,10/18/16,10,14,18,Solid Wind Power A/S,SWP10-14TG20,671,Struer,Land,,,,,Stamdata,
571313134700403994,10/18/16,10,7.1,21.4,Ukendt,Ukendt,671,Struer,Land,,,,,Stamdata,
571313134700404007,11/10/16,10,14,18,Solid Wind Power A/S,SWP10-14TG20,671,Struer,Land,,,,,Stamdata,
571313134700404090,11/29/16,10,14,18,Solid Wind Power A/S,SWP10-14TG20,671,Struer,Land,,,,,Stamdata,
570715000000020384,5/20/99,750,48.2,45,NEG Micon,NM 750-200/48 IEC ll,706,Syddjurs,LAND,"Estrup gde, Søby",2a,577381.079999999,6242439.11,SDFE2018,95174
570715000000020391,5/25/00,750,48.2,45,NEG Micon,NM 750-200/48 IEC ll,706,Syddjurs,LAND,"Estru gde, Søby",2a,577555.689999999,6242305.79,SDFE2018,95175
570715000000020407,4/1/00,750,48.2,45,NEG Micon,NM 750-200/48 IEC ll,706,Syddjurs,LAND,"Estrup gde, Søby",2b,577731.8,6242174.26999999,SDFE2018,95176
570715000000020414,5/20/99,750,48.2,45,NEG Micon,NM 750-200/48 IEC ll,706,Syddjurs,LAND,"Estrup Gde, Søby",2b,577905.079999999,6242040.37999999,SDFE2018,95177
570715000000021411,1/2/79,19,10,20,Odder,18 SP,706,Syddjurs,Land,,,588658.42,6245121.92999999,SDFE2018,
570715000000021428,12/14/94,500,41,35,BONUS,500 kW,706,Syddjurs,LAND,"Boeslum by, Dråby",20ba,607478.01,6228358.29,SDFE2018,257978
570715000000021466,2/4/97,600,43,44.5,Ukendt,Ukendt,706,Syddjurs,LAND,"Halling by, Halling",5p,572697.949999999,6244453.41,SDFE2018,256923
570715000000021473,2/4/97,600,40,40,Ukendt,Ukendt,706,Syddjurs,LAND,"Halling by, Halling",5a,572607.68,6244621.29999999,SDFE2018,256924
570715000000021480,2/4/97,600,43,44.5,Ukendt,Ukendt,706,Syddjurs,LAND,"Halling by, Halling",5a,572518.06,6244788.33,SDFE2018,256925
570715000000021497,2/4/97,600,43,43,Ukendt,Ukendt,706,Syddjurs,LAND,"Halling by, Halling",5r,572426.569999999,6244955.82,SDFE2018,256926
570715000000021503,12/23/96,600,43,44.5,Ukendt,Ukendt,706,Syddjurs,LAND,"Halling by, Halling",6g,572334.439999999,6245121.91,SDFE2018,256866
570715000000021626,3/20/97,11,13,18,Ukendt,Ukendt,706,Syddjurs,Land,,,606179.88,6224588.13999999,SDFE2018,
570715000000021695,5/23/96,600,43,40,NEG Micon,NM 500,706,Syddjurs,LAND,"Vrinners by, Rolsø",51c,592129.739999999,6235808.42999999,SDFE2018,226204
570715000000022548,6/3/91,150,24.6,32.5,Ukendt,Ukendt,706,Syddjurs,LAND,"Knebel by, Knebel",17c,591877.099999999,6231519.20999999,SDFE2018,258625
570715000000022586,10/22/91,150,24.6,32,Ukendt,Ukendt,706,Syddjurs,LAND,"Boeslum by, Dråby",2a,606514.67,6229261.24,SDFE2018,258618
570715000000022852,6/17/98,12,13,18,Ukendt,Ukendt,706,Syddjurs,Land,,,589085.03,6240050.12999999,SDFE2018,
570715000000023033,4/26/00,600,44,40,BONUS,600 - MK lV,706,Syddjurs,LAND,"Boeslum by, Dråby",13k,607467.739999999,6228517.42999999,SDFE2018,259490
570715000000058066,12/23/02,900,52,49,NEG Micon,NM 52/900,706,Syddjurs,LAND,"Ommestrup By, Mørke",16,586173.329999999,6242097.91999999,SDFE2018,2002231
570715000000058073,12/23/02,900,52,49,NEG Micon,NM 52/900,706,Syddjurs,LAND,"Bale by, Mørke",6a,585988.869999999,6242066.21999999,SDFE2018,2002241
570715000000058080,12/16/02,900,52,49,NEG Micon,NM 52/900,706,Syddjurs,LAND,"Balle by, Rosmus",8n,610947.099999999,6241664.49,SDFE2018,2002251
570715000000058097,12/16/02,900,52,49,NEG Micon,NM 52/900,706,Syddjurs,LAND,"Balle by, Rosmus",8i,611013.06,6241486.80999999,SDFE2018,2002261
570715000000058103,12/16/02,900,52,49,NEG Micon,NM 52/900,706,Syddjurs,LAND,"Balle by, Rosmus",8i,611080.229999999,6241309.33999999,SDFE2018,2002271
570715000000058110,12/16/02,900,52,49,NEG Micon,NM 52/900,706,Syddjurs,LAND,"Balle by, Rosmus",16a,611147.14,6241131.20999999,SDFE2018,2002281
570715000000058127,12/16/02,1300,60,45,Nordex,N 60/1300,706,Syddjurs,LAND,"Skovgårde, Ebeltoft jorder",2az,603088.77,6224572.29999999,SDFE2018,2002291
570715000000058134,12/16/02,1300,60,45,Nordex,N 60/1300,706,Syddjurs,LAND,"Skovgårde, Ebeltoft jorder",2az,602998.25,6225072.25999999,SDFE2018,2002301
570715000000058141,12/16/02,1300,60,45,Nordex,N 60/1300,706,Syddjurs,LAND,"Skovgårde, Ebeltoft jorder",2ax,603027.04,6224904.91,SDFE2018,2002311
570715000000062919,12/16/02,1300,60,45,Nordex,N 60/1300,706,Syddjurs,LAND,"Skovgårde, Ebeltoft jorder",2az,603057.819999999,6224738.61,SDFE2018,2002321
570715000000084294,6/18/08,11,13,18.2,WEG,11 kW,706,Syddjurs,Land,,,592727.66,6233137.87,SDFE2018,
570715000001396396,5/2/14,25,13,18,Ukendt,Ukendt,706,Syddjurs,Land,,,,,Stamdata,
570715000001396433,5/2/14,25,13,18,Ukendt,Ukendt,706,Syddjurs,Land,,,584758.729999999,6242491.03,SDFE2018,
570715000001396884,5/2/14,10,7.1,21,Ukendt,Ukendt,706,Syddjurs,Land,,,,,Stamdata,
570715000001443564,5/16/15,10,13,18,Gaia-Wind Ltd,Gaia Wind 133-10 kW,706,Syddjurs,Land,,,,,Stamdata,
570715000001446725,5/22/15,10,13,18.2,Gaia-Wind Ltd,Gaia Wind 133-10 kW,706,Syddjurs,Land,,,,,Stamdata,
570715000001447418,5/20/15,10,7.1,21.4,Ukendt,Ukendt,706,Syddjurs,Land,,,,,Stamdata,
570715000001478160,9/17/15,10,13,18.2,Gaia-Wind Ltd,Gaia Wind 133-10 kW,706,Syddjurs,Land,,,607568.91,6227391.95999999,SDFE2018,
570715000001479013,9/24/15,10,7.1,21.4,Ukendt,Ukendt,706,Syddjurs,Land,,,,,Stamdata,
570715000001485090,11/30/16,10,7.1,21.4,Ukendt,Ukendt,706,Syddjurs,Land,,,,,Stamdata,
570715000001503329,1/28/16,10,14,18,Solid Wind Power A/S,SWP10-14TG20,706,Syddjurs,Land,,,,,Stamdata,
570715000001506184,2/5/16,10,14,18,Solid Wind Power A/S,SWP10-14TG20,706,Syddjurs,Land,,,,,Stamdata,
570715000001506467,2/9/16,10,14,18,Solid Wind Power A/S,SWP10-14TG20,706,Syddjurs,Land,,,607229.88,6228288.5,SDFE2018,
570715000001523419,5/3/16,10,13,18.2,Gaia-Wind Ltd,Gaia Wind 133-10 kW,706,Syddjurs,Land,,,,,Stamdata,
570715000001545305,9/28/16,10,14,18,Solid Wind Power A/S,SWP10-14TG20,706,Syddjurs,Land,,,,,Stamdata,
570715000000019654,12/16/97,750,48,45,NEG Micon,NM 1800-750/175,707,Norddjurs,LAND,"Hevring By, Ørsted",25a,583713.05,6264288.24,SDFE2018,95113
570715000000019661,12/16/97,750,48,45,NEG Micon,NM 750-200/48,707,Norddjurs,LAND,"Hevring By, Ørsted",12b,583869.88,6264138.37999999,SDFE2018,95113
570715000000019678,12/16/97,750,48,45,NEG Micon,NM 1800-750/175,707,Norddjurs,LAND,"Hevring By, Ørsted",10a,584028.76,6263988.05999999,SDFE2018,95113
570715000000019685,12/16/97,750,48,45,NEG Micon,NM 48/750,707,Norddjurs,LAND,"Hevring By, Ørsted",19b,584185.55,6263837.17999999,SDFE2018,95113
570715000000019692,12/16/97,750,48,45,NEG Micon,NM 1800-750/175,707,Norddjurs,LAND,"Hevring By, Ørsted",2b,583540.55,6264084.54,SDFE2018,95113
570715000000019708,12/16/97,750,48,45,NEG Micon,NM 1800-750/175,707,Norddjurs,LAND,"Hevring By, Ørsted",12m,583693.41,6263937.66,SDFE2018,95113
570715000000019715,12/16/97,750,48,45,NEG Micon,NM 48/750,707,Norddjurs,LAND,"Hevring By, Ørsted",11m,583847.959999999,6263791.82,SDFE2018,95113
570715000000019739,12/12/97,600,48,46,Micon,M 1800-600/150,707,Norddjurs,LAND,Tørslev By. Estruplund,6a,582128,6266239.00999999,SDFE2018,95114
570715000000019746,12/12/97,600,48,46,NEG Micon,NM 1800-600/150,707,Norddjurs,LAND,Tørslev By. Estruplund,2a,582146.579999999,6266468.54999999,SDFE2018,95114
570715000000019753,12/12/97,600,48,46,NEG Micon,NM 1800-600/150,707,Norddjurs,LAND,Tørslev By. Estruplund,6h,581922.55,6266521.83,SDFE2018,95114
570715000000019760,4/6/98,750,48.2,46,NEG Micon,NM 1800-750/200,707,Norddjurs,LAND,Tørslev By. Estruplund,5e,581944.109999999,6266752.76999999,SDFE2018,95114
570715000000019777,7/1/98,750,48,45,NEG Micon,NM 750-200/48,707,Norddjurs,LAND,Tørslev By. Estruplund,6a,581720.41,6266807.07,SDFE2018,95114
570715000000020179,12/7/98,750,48,45,NEG Micon,NM 48/750,707,Norddjurs,LAND,Ørsted by,14a,583126.55,6261279.30999999,SDFE2018,95125
570715000000020186,12/7/98,750,48,45,NEG Micon,NM 48/750,707,Norddjurs,LAND,Ørsted by,14a,583126.729999999,6261032.69,SDFE2018,95125
570715000000020193,12/7/98,750,48,45,NEG Micon,NM 48/750,707,Norddjurs,LAND,Ørsted by,14a,583126.39,6260786.33,SDFE2018,95125
570715000000020216,12/1/98,750,48,45,NEG Micon,NM 48/750,707,Norddjurs,LAND,"Ørsted by, Ørsted",7u,583352.319999999,6260908.99,SDFE2018,95126
570715000000020223,12/1/98,750,48,45,NEG Micon,NM 48/750,707,Norddjurs,LAND,"Ørsted by, Ørsted",7u,583359.41,6260663.21999999,SDFE2018,95126
570715000000020346,10/28/99,750,48,45,NEG Micon,NM 48/750,707,Norddjurs,LAND,Ukendt,0,590470.01,6262068.21999999,SDFE2018,95171
570715000000020353,10/28/99,750,48,45,NEG Micon,NM 48/750,707,Norddjurs,LAND,Lystrup,11a,590487.339999999,6261813.79,SDFE2018,95172
570715000000020360,10/28/99,750,48,45,NEG Micon,NM 48/750,707,Norddjurs,LAND,Ukendt,0,590506.68,6261559.08999999,SDFE2018,95173
570715000000021510,12/19/96,600,43,44,Ukendt,Ukendt,707,Norddjurs,LAND,Fævejle Hgd. Lyngby,1c,607616.819999999,6250613.62999999,SDFE2018,256867
570715000000021527,12/20/96,600,48,45,NEG Micon,NM 48/750,707,Norddjurs,LAND,"Søby by, Søby",3k,607661.53,6250463,SDFE2018,256869
570715000000021534,12/20/96,600,43,44.5,Ukendt,Ukendt,707,Norddjurs,LAND,"Allerlev by, Lyngby",5e,607706.66,6250316.29999999,SDFE2018,256870
570715000000021602,1/17/97,750,44,46,NEG Micon,NM 1500-750/175,707,Norddjurs,LAND,"Homå by, Homå",20e,612563.65,6246263.76999999,SDFE2018,256886
570715000000021619,1/17/97,750,44,46,NEG Micon,NM 1500-750/175,707,Norddjurs,LAND,"Homå by, Homå",20f,612519.04,6246458.69,SDFE2018,256887
570715000000021633,1/17/97,750,44,46,NEG Micon,NM 1500-750/175,707,Norddjurs,LAND,"Homå by, Homå",20g,612473.949999999,6246653.75999999,SDFE2018,256888
570715000000021640,3/21/97,750,44,46,NEG Micon,NM 1500-750/175,707,Norddjurs,LAND,"Homå by, Homå",20c,612651.599999999,6245873.38999999,SDFE2018,256918
570715000000021657,1/31/97,750,44,46,NEG Micon,NM 1500-750/175,707,Norddjurs,LAND,"Homå by, Homå",20d,612608.53,6246068.91,SDFE2018,256919
570715000000021893,1/13/97,600,43,44.5,Ukendt,Ukendt,707,Norddjurs,LAND,Bønnerup Havnemole,20n,605255.89,6267014.41,SDFE2018,200220
570715000000021909,1/13/97,600,43,44.5,Ukendt,Ukendt,707,Norddjurs,LAND,Bønnerup Havnemole,20n,605280.969999999,6267099.9,SDFE2018,200220
570715000000021916,1/13/97,600,43,44.5,Ukendt,Ukendt,707,Norddjurs,LAND,Bønnerup Havnemole,20n,605306.349999999,6267187.26999999,SDFE2018,200220
570715000000021923,1/13/97,600,43,44.5,Ukendt,Ukendt,707,Norddjurs,LAND,Bønnerup Havnemole,20n,605414.51,6267183.76999999,SDFE2018,200220
570715000000021930,1/13/97,600,43,44.5,Ukendt,Ukendt,707,Norddjurs,LAND,Bønnerup Havnemole,20n,605423.42,6267094.61,SDFE2018,200220
570715000000021947,1/13/97,600,43,44.5,Ukendt,Ukendt,707,Norddjurs,LAND,Bønnerup Havnemole,20n,605432.13,6267005.84999999,SDFE2018,200220
570715000000021954,1/13/97,600,43,44.5,Ukendt,Ukendt,707,Norddjurs,LAND,Bønnerup Havnemole,20n,605442.579999999,6266916.79999999,SDFE2018,200220
570715000000022531,4/11/91,160,24.6,32.7,Ukendt,Ukendt,707,Norddjurs,LAND,"Hammelev by, Grenå Jorder",22b,616984.31,6255887.55999999,SDFE2018,258623
570715000000022593,12/6/91,150,24.6,32.5,Ukendt,Ukendt,707,Norddjurs,LAND,"Albøge by, Albøge",10a,606024.959999999,6248163.44,SDFE2018,258506
570715000000022609,10/21/92,150,24.6,32.5,Ukendt,Ukendt,707,Norddjurs,LAND,"Albøge by, Albøge",10a,605853.28,6248253.79,SDFE2018,258504
570715000000022616,5/11/94,55,8,23,Ukendt,Ukendt,707,Norddjurs,LAND,"Knebel by, Knebel",11a,616122.15,6260543.95999999,SDFE2018,2001601
570715000000022647,11/4/97,600,43,46,NEG Micon,NM 1800,707,Norddjurs,LAND,"Obdrup by, Lyngby",11c,606523.339999999,6246079.98,SDFE2018,257336
570715000000022654,11/4/97,600,43,46,NEG Micon,NM 1800,707,Norddjurs,LAND,"Obdrup by, Lyngby",2b,606735.949999999,6246100.03,SDFE2018,257336
570715000000022661,11/4/97,600,43,46,NEG Micon,NM 1800,707,Norddjurs,LAND,"Obdrup by, Lyngby",2b,606948.329999999,6246122.24,SDFE2018,257336
570715000000022678,11/4/97,600,43,46,NEG Micon,NM 1800,707,Norddjurs,LAND,"Obdrup by, Lyngby",2b,607161.26,6246143.32,SDFE2018,257336
570715000000022685,11/4/97,600,43,46,NEG Micon,NM 1800,707,Norddjurs,LAND,"Obdrup by, Lyngby",1f,607374.469999999,6246163.48,SDFE2018,257336
570715000000022784,6/3/98,600,44,45,Vestas Wind Systems A/S,V 44-600,707,Norddjurs,LAND,"Skindbjerg by, Kastbjerg",3a,609585.489999999,6258735.36,SDFE2018,257561
570715000000022791,6/3/98,600,44,45,Vestas Wind Systems A/S,V 44-600,707,Norddjurs,LAND,"Skindbjerg by, Kastbjerg",3a,609835.609999999,6258722.45,SDFE2018,257561
570715000000022807,6/3/98,600,44,45,Vestas Wind Systems A/S,V 44-600,707,Norddjurs,LAND,"Kastbjerg by, Kastbjerg",2b,609721.25,6258945.32,SDFE2018,257561
570715000000022821,6/26/98,600,44,45,Vestas Wind Systems A/S,V 44-600,707,Norddjurs,LAND,"Veggerslev by, Veggerslev",11a,613245.209999999,6259866.75999999,SDFE2018,257656
570715000000022838,6/26/98,600,44,45,Vestas Wind Systems A/S,V 44-600,707,Norddjurs,LAND,"Veggerslev by, Veggerslev",11a,613339.079999999,6259581.78,SDFE2018,257656
570715000000022845,6/26/98,600,44,45,Vestas Wind Systems A/S,V 44-600,707,Norddjurs,LAND,"Veggerslev by, Veggerslev",11a,613433.43,6259296.91999999,SDFE2018,257656
570715000000022913,9/24/99,750,48,45,NEG Micon,NM 48/750,707,Norddjurs,LAND,"Søby by, Albøge",3k,603906.959999999,6248466.2,SDFE2018,258954
570715000000022920,9/24/99,750,48,45,NEG Micon,NM 48/750,707,Norddjurs,LAND,"Søby by, Kolindsund",17m,604063.67,6248647.73,SDFE2018,258954
570715000000022937,9/24/99,750,48,45,NEG Micon,NM 48/750,707,Norddjurs,LAND,"Søby by, Albøge",2a,604219.989999999,6248829.65,SDFE2018,258954
570715000000022951,1/1/00,750,52,44,Wind World,W 4800-750 OSC,707,Norddjurs,LAND,"Saldrup by, Lyngby",1,605868.3,6249766.57,SDFE2018,259134
570715000000022968,1/1/00,750,52,44,Wind World,W 4800-750 OSC,707,Norddjurs,LAND,"Saldrup by, Lyngby",1b,605928.64,6249575.58999999,SDFE2018,259134
570715000000022975,1/1/00,750,52,44,Wind World,W 4800-750 OSC,707,Norddjurs,LAND,"Saldrup by, Lyngby",1c,605988.75,6249385.25,SDFE2018,259134
570715000000022982,1/1/00,750,52,44,Wind World,W 4800-750 OSC,707,Norddjurs,LAND,"Saldrup by, Lyngby",4s,606048.67,6249194.04,SDFE2018,259134
